public_filename	dataset	original_clip_id	license_name	license_url	changes	license_scope
MATA_norm_mono_000_typingKeyboard1_0.048_4.992_sr32000.wav	MATA	norm_mono_000_typingKeyboard1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_000_typingKeyboard2_0.032_4.976_sr32000.wav	MATA	norm_mono_000_typingKeyboard2	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_011_typingLaptop1_0.032_4.992_sr32000.wav	MATA	norm_mono_011_typingLaptop1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_016_typingLaptop1_0.064_5.024_sr32000.wav	MATA	norm_mono_016_typingLaptop1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_017_typingKeyboard1_0.032_4.992_sr32000.wav	MATA	norm_mono_017_typingKeyboard1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_018_typingLaptop1_0.000_5.035_sr32000.wav	MATA	norm_mono_018_typingLaptop1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_020_typingLaptop1_0.000_5.045_sr32000.wav	MATA	norm_mono_020_typingLaptop1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_021_typingCellphone1_0.000_4.992_sr32000.wav	MATA	norm_mono_021_typingCellphone1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_023_typingCalculator1_0.000_4.992_sr32000.wav	MATA	norm_mono_023_typingCalculator1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_002_breathingDeep1_0.000_5.003_sr32000.wav	MATA	norm_mono_002_breathingDeep1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_013_breathingDeep1_0.000_4.992_sr32000.wav	MATA	norm_mono_013_breathingDeep1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_013_breathingDeep2_0.064_4.992_sr32000.wav	MATA	norm_mono_013_breathingDeep2	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_016_breathingDeep1_0.000_5.013_sr32000.wav	MATA	norm_mono_016_breathingDeep1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_016_breathingDeep2_0.000_5.035_sr32000.wav	MATA	norm_mono_016_breathingDeep2	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_016_breathingDeep3_0.000_5.013_sr32000.wav	MATA	norm_mono_016_breathingDeep3	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
MATA_norm_mono_016_breathingShallow1_0.000_5.355_sr32000.wav	MATA	norm_mono_016_breathingShallow1	CC BY-NC 4.0	https://creativecommons.org/licenses/by-nc/4.0/	cropped/segmented from MATA source audio; converted from mp4 to wav; resampled to 16 kHz; used as source material for synthetic soundscape generation; dataset-level license	dataset-level
